author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
АССА,real_estate_agent,https://khimki.cian.ru/sale/flat/303874610/,Химки,sale,flat,1,9,1,33.0,8000000.0,,Молодежная ,14/30,Сходненская,
Олег Берейшик,realtor,https://khimki.cian.ru/sale/flat/306712834/,Химки,sale,flat,1,10,2,50.1,8000000.0,,Первомайская ,89,Сходня,
EstateLiga,real_estate_agent,https://khimki.cian.ru/sale/flat/308741663/,Химки,sale,flat,14,25,1,37.2,8000000.0,,Молодежная ,50,Молжаниново,
Наталья Стародубцева,realtor,https://khimki.cian.ru/sale/flat/307843323/,Химки,sale,flat,11,12,1,35.0,8000000.0,,проспект Мельникова,2/1,Молжаниново,
Сергей Аверьянов,realtor,https://khimki.cian.ru/sale/flat/295602984/,Химки,sale,flat,7,9,2,35.0,8000000.0,, Чапаева,11,Химки,
Замоскворечье,real_estate_agent,https://khimki.cian.ru/sale/flat/307262562/,Химки,sale,flat,18,19,2,44.0,8000000.0,,переулок 2-й Чапаевский,8,Сходня,
ОГРК,real_estate_agent,https://khimki.cian.ru/sale/flat/307949971/,Химки,sale,flat,3,5,3,63.0,8100000.0,, Жаринова,8,Подрезково,
ЕГСН Продажа,real_estate_agent,https://khimki.cian.ru/sale/flat/303219404/,Химки,sale,flat,17,17,1,33.0,8100000.0,, Германа Титова,12к2,Химки,Солнечная система
Империя,real_estate_agent,https://khimki.cian.ru/sale/flat/307153497/,Химки,sale,flat,9,18,1,36.2,8100000.0,,проезд Транспортный,15,Химки,Две столицы
Светлана Богославец,realtor,https://khimki.cian.ru/sale/flat/302352025/,Химки,sale,flat,3,5,3,63.0,8100000.0,, Жаринова,8,Подрезково,
Этажи Москва,real_estate_agent,https://khimki.cian.ru/sale/flat/303465343/,Химки,sale,flat,12,17,2,49.2,8200000.0,, Германа Титова,6,Химки,Солнечная система
ИНКОМ-Недвижимость,real_estate_agent,https://khimki.cian.ru/sale/flat/299894681/,Химки,sale,flat,5,9,2,43.1,8200000.0,,Юбилейный проспект,40,Химки,
ИНКОМ-Недвижимость,real_estate_agent,https://khimki.cian.ru/sale/flat/307590744/,Химки,sale,flat,2,5,2,42.4,8200000.0,,Пролетарская ,5А,Химки,
ИНКОМ-Недвижимость,real_estate_agent,https://khimki.cian.ru/sale/flat/308289128/,Химки,sale,flat,2,18,1,41.7,8200000.0,, Мельникова,15,Молжаниново,
ДИАЛЬ-НЕДВИЖИМОСТЬ,real_estate_agent,https://khimki.cian.ru/sale/flat/307403578/,Химки,sale,flat,7,17,1,41.9,8200000.0,, 1-я Лесная,4,Подрезково,
АВИЛОН,real_estate_agent,https://khimki.cian.ru/sale/flat/294297209/,Химки,sale,flat,3,5,3,55.0,8150000.0,, Маяковского,28,Химки,
Виктор Тринченко,realtor,https://khimki.cian.ru/sale/flat/292120577/,Химки,sale,flat,6,9,2,44.6,8200000.0,,Зеленая ,9,Левобережная,
РИК27,real_estate_agent,https://khimki.cian.ru/sale/flat/301364833/,Химки,sale,flat,2,5,2,42.6,8200000.0,,Московская ,9/2,Химки,
Вероника Брагинская,realtor,https://khimki.cian.ru/sale/flat/303779305/,Химки,sale,flat,2,5,2,43.7,8200000.0,, Кирова,6,Химки,
Этажи Москва,real_estate_agent,https://khimki.cian.ru/sale/flat/308428646/,Химки,sale,flat,3,17,2,57.6,8250000.0,,тупик 3-й Мичуринский,8,Сходня,
НДВ,real_estate_agent,https://khimki.cian.ru/sale/flat/308506409/,Химки,sale,flat,2,8,2,63.4,8272115.0,, Береговая,6,Шереметьевская,Берег
Лидия Ортнер,realtor,https://khimki.cian.ru/sale/flat/283659524/,Химки,sale,flat,12,18,1,40.0,8250000.0,,9 Мая ,4Ак3,Химки,Альфа Центавра
АН УРАЛСИБ,real_estate_agent,https://khimki.cian.ru/sale/flat/308252677/,Химки,sale,flat,6,9,2,50.7,8250000.0,,9 Мая ,18а,Молжаниново,
Держава,real_estate_agent,https://khimki.cian.ru/sale/flat/305586469/,Химки,sale,flat,2,27,1,42.0,8270000.0,,Молодежная ,50,Молжаниново,
Иннокентий Манякин,realtor,https://khimki.cian.ru/sale/flat/307112339/,Химки,sale,flat,6,8,1,45.0,8500000.0,, Генерала Дьяконова,15,Шереметьевская,Rafinad
CENTURY 21 Столичная недвижимость,real_estate_agent,https://khimki.cian.ru/sale/flat/307838409/,Химки,sale,flat,9,17,2,46.0,8500000.0,, Германа Титова,6,Химки,Солнечная система
Игорь Леонтьев,realtor,https://khimki.cian.ru/sale/flat/302242979/,Химки,sale,flat,2,6,2,48.0,8500000.0,, Папанина,8,Сходня,
Ольга Пашкевич,realtor,https://khimki.cian.ru/sale/flat/306556401/,Химки,sale,flat,1,9,2,44.5,8500000.0,,Юбилейный проспект,82,Молжаниново,
Рида,real_estate_agent,https://khimki.cian.ru/sale/flat/291886357/,Химки,sale,flat,3,17,1,41.6,8500000.0,, Чернышевского,1,Химки,
Activ Realty,real_estate_agent,https://khimki.cian.ru/sale/flat/305946047/,Химки,sale,flat,3,17,1,38.0,8500000.0,, Бабакина,5,Сходненская,
Станислав Белов,realtor,https://khimki.cian.ru/sale/flat/302165477/,Химки,sale,flat,23,26,1,38.0,8500000.0,,9 Мая ,21к1,Молжаниново,
Марина Никлевич,realtor,https://khimki.cian.ru/sale/flat/302855488/,Химки,sale,flat,9,14,1,39.2,8500000.0,, Дружбы,6,Молжаниново,
КРАММ,real_estate_agent,https://khimki.cian.ru/sale/flat/298892526/,Химки,sale,flat,3,5,3,60.3,8600000.0,,Юбилейный проспект,38,Химки,
Лидия Баранчукова,realtor,https://khimki.cian.ru/sale/flat/304112397/,Химки,sale,flat,7,9,2,43.0,8600000.0,, Дружбы,5,Молжаниново,
Today Estate,real_estate_agent,https://khimki.cian.ru/sale/flat/300761771/,Химки,sale,flat,4,5,2,42.6,8550000.0,,Ленинский проспект,4,Химки,
Загородный Мир,real_estate_agent,https://khimki.cian.ru/sale/flat/270442684/,Химки,sale,flat,2,8,1,42.05,8550000.0,,,,Хлебниково,Миниполис Рафинад ЖК
Олеся Воропаева,realtor,https://khimki.cian.ru/sale/flat/304344294/,Химки,sale,flat,2,27,1,41.5,8550000.0,,Молодежная ,50,Молжаниново,
ОГРК,real_estate_agent,https://khimki.cian.ru/sale/flat/300525320/,Химки,sale,flat,17,25,1,42.0,8700000.0,, Панфилова,1,Химки,
Самолет Плюс Москва ЦАО,real_estate_agent,https://khimki.cian.ru/sale/flat/307778095/,Химки,sale,flat,6,14,1,36.0,8700000.0,, Кудрявцева,6,Химки,
Самолет Плюс,real_estate_agent,https://khimki.cian.ru/sale/flat/306796764/,Химки,sale,flat,7,8,2,52.0,8690000.0,,Овражная ,24к13,Подрезково,Новосходненский
ИНКОМ-Недвижимость,real_estate_agent,https://khimki.cian.ru/sale/flat/300613835/,Химки,sale,flat,4,8,2,54.67,8700000.0,, Генерала Дьяконова,6,Шереметьевская,Rafinad
ID 52109,realtor,https://khimki.cian.ru/sale/flat/306558168/,Химки,sale,flat,24,25,1,41.7,8650000.0,,Совхозная ,18,Левобережная,
Анна Шутова,realtor,https://khimki.cian.ru/sale/flat/308496233/,Химки,sale,flat,5,5,2,42.3,8700000.0,,Кольцевая ,14,Химки,
Олеся Захарова,realtor,https://khimki.cian.ru/sale/flat/299434182/,Химки,sale,flat,14,18,2,55.0,8700000.0,, Микояна,23к1,Сходня,
Рида,real_estate_agent,https://khimki.cian.ru/sale/flat/299651870/,Химки,sale,flat,1,17,2,54.2,8700000.0,,проспект Мельникова,8,Молжаниново,
АЛЕКСА,real_estate_agent,https://khimki.cian.ru/sale/flat/292082217/,Химки,sale,flat,2,12,2,56.6,8700000.0,, Жаринова,12,Подрезково,
Нурия Фархутдинова,realtor,https://khimki.cian.ru/sale/flat/304005186/,Химки,sale,flat,1,8,2,55.6,8700000.0,, Береговая,1А,Химки,
Держава,real_estate_agent,https://khimki.cian.ru/sale/flat/308453339/,Химки,sale,flat,14,25,1,45.0,8700000.0,,Молодежная ,70,Молжаниново,
Ольга Рубан,realtor,https://khimki.cian.ru/sale/flat/300895403/,Химки,sale,flat,10,18,2,61.4,8700000.0,,Железнодорожная ,33к3,Сходня,Авентин
Наталья Пугачева,realtor,https://khimki.cian.ru/sale/flat/307661741/,Химки,sale,flat,15,22,1,43.0,8700000.0,,Совхозная ,8,Левобережная,
Алексей Хлыбов,realtor,https://khimki.cian.ru/sale/flat/306314071/,Химки,sale,flat,24,25,1,41.6,8700000.0,, Родионова,3,Молжаниново,Новокуркино
Триумфальная Арка,real_estate_agent,https://khimki.cian.ru/sale/flat/307545345/,Химки,sale,flat,17,25,1,41.8,8750000.0,,Совхозная ,5,Левобережная,
Самолет Плюс МСК-Север,real_estate_agent,https://khimki.cian.ru/sale/flat/306824586/,Химки,sale,flat,23,25,1,41.8,8900000.0,,Совхозная ,8а,Левобережная,
Рида,real_estate_agent,https://khimki.cian.ru/sale/flat/293866745/,Химки,sale,flat,7,9,3,50.0,8950000.0,,Куркинское шоссе,22,Химки,
Виктория Васильева,realtor,https://khimki.cian.ru/sale/flat/305342016/,Химки,sale,flat,1,5,2,50.0,8999000.0,,проезд Набережный,6,Шереметьевская,Город набережных
Феликс Альберт,realtor,https://khimki.cian.ru/sale/flat/308114372/,Химки,sale,flat,5,9,3,68.5,8990000.0,, Новозаводская,9,Новоподрезково,
Евгения Железняк,realtor,https://khimki.cian.ru/sale/flat/307910944/,Химки,sale,flat,12,17,2,52.0,8950000.0,, Панфилова,11,Беломорская,
Холдинг Профи,real_estate_agent,https://khimki.cian.ru/sale/flat/295328626/,Химки,sale,flat,24,27,1,42.0,8950000.0,,проспект Мельникова,21/1,Молжаниново,Новокуркино
Держава,real_estate_agent,https://khimki.cian.ru/sale/flat/305148533/,Химки,sale,flat,12,27,1,32.0,8990000.0,,Молодежная ,78,Молжаниново,Менделеев
Владимир Андрюшин,realtor,https://khimki.cian.ru/sale/flat/307388269/,Химки,sale,flat,9,16,2,54.5,8900000.0,, Панфилова,8,Химки,
Сергей Доля,realtor,https://khimki.cian.ru/sale/flat/301551927/,Химки,sale,flat,14,17,1,50.2,8900000.0,,Совхозная ,27,Левобережная,
Наталья Крупнова,realtor,https://khimki.cian.ru/sale/flat/304875736/,Химки,sale,flat,10,10,2,38.0,8999000.0,, Кудрявцева,10,Химки,Маяк
Максим Фомичев,realtor,https://khimki.cian.ru/sale/flat/303074625/,Химки,sale,flat,5,14,2,51.4,9000000.0,, Дружбы,4,Молжаниново,
Оксана Гончарова,realtor,https://khimki.cian.ru/sale/flat/304501037/,Химки,sale,flat,7,9,3,58.9,9000000.0,,9 Мая ,16,Молжаниново,
ЦАРИЦА,real_estate_agent,https://khimki.cian.ru/sale/flat/308555630/,Химки,sale,flat,1,8,2,59.0,9000000.0,мкр. Клязьма-Старбеево, Генерала Дьяконова,6,,Rafinad
AURUM,real_estate_agent,https://khimki.cian.ru/sale/flat/303003519/,Химки,sale,flat,1,16,3,67.1,9000000.0,,тупик 2-й Мичуринский,4,Сходня,
ЦАРИЦА,real_estate_agent,https://khimki.cian.ru/sale/flat/307045394/,Химки,sale,flat,1,8,2,59.3,9000000.0,, Генерала Дьяконова,6,Шереметьевская,Rafinad
Александр Анипченко,realtor,https://khimki.cian.ru/sale/flat/306832212/,Химки,sale,flat,9,25,1,41.5,9000000.0,,Совхозная ,16к3,Левобережная,
Leto Estate,real_estate_agent,https://khimki.cian.ru/sale/flat/284957824/,Химки,sale,flat,2,3,1,78.0,9000000.0,,,10,Молжаниново,Зеленые Холмы ЖК
Наталия Кабрера,realtor,https://khimki.cian.ru/sale/flat/307649737/,Химки,sale,flat,6,17,3,69.0,9000000.0,,тупик 3-й Мичуринский,5,Сходня,
Акрополь,real_estate_agent,https://khimki.cian.ru/sale/flat/297158111/,Химки,sale,flat,11,18,2,64.0,9000000.0,,Железнодорожная ,33к3,Сходня,Авентин
Ирина Волкова,realtor,https://khimki.cian.ru/sale/flat/307930171/,Химки,sale,flat,1,5,2,54.0,9000000.0,,проспект Мира,8,Химки,
Наталья Пивина,realtor,https://khimki.cian.ru/sale/flat/299157820/,Химки,sale,flat,8,9,2,43.0,9000000.0,,Аптечная ,7,Химки,
Сергей Касперович,realtor,https://khimki.cian.ru/sale/flat/307781615/,Химки,sale,flat,4,5,2,41.5,9000000.0,,Союзная ,1,Химки,
ГОРОБМЕН,real_estate_agent,https://khimki.cian.ru/sale/flat/306855322/,Химки,sale,flat,2,3,1,27.3,9199999.0,, Юннатов,21к1,Химки,
Евгения Баландина,realtor,https://khimki.cian.ru/sale/flat/305071262/,Химки,sale,flat,7,18,2,42.3,9180000.0,, Германа Титова,8,Молжаниново,Солнечная система
5SEASONS,real_estate_agent,https://khimki.cian.ru/sale/flat/304802509/,Химки,sale,flat,1,9,3,54.4,9100000.0,, Кирова,7,Химки,
ДОМОФОН,real_estate_agent,https://khimki.cian.ru/sale/flat/307483433/,Химки,sale,flat,8,9,2,50.6,9200000.0,,Куркинское шоссе,7,Планерная,
Марина Климова,realtor,https://khimki.cian.ru/sale/flat/306231469/,Химки,sale,flat,2,9,3,66.4,9200000.0,, Чапаева,7,Сходня,
Империя,real_estate_agent,https://khimki.cian.ru/sale/flat/301155547/,Химки,sale,flat,1,9,3,67.0,9200000.0,, Строителей,10,Химки,
ГОРОБМЕН,real_estate_agent,https://khimki.cian.ru/sale/flat/308569190/,Химки,sale,flat,7,8,2,68.5,9500000.0,,Овражная ,4,Сходня,На Овражной
ГОРОБМЕН,real_estate_agent,https://khimki.cian.ru/sale/flat/305608318/,Химки,sale,flat,3,6,2,58.3,9500000.0,, Ивановская,12к3,Молжаниново,Новогорск Парк
ИНКОМ-Недвижимость,real_estate_agent,https://khimki.cian.ru/sale/flat/306905079/,Химки,sale,flat,8,8,2,44.4,9500000.0,, Германа Титова,2к2,Химки,Солнечная система
Простор-недвижимость,real_estate_agent,https://khimki.cian.ru/sale/flat/308898611/,Химки,sale,flat,2,9,3,49.3,9500000.0,,9 Мая ,16,Молжаниново,
Самолет Плюс МСК-Север,real_estate_agent,https://khimki.cian.ru/sale/flat/307079642/,Химки,sale,flat,2,17,1,38.0,9500000.0,, Панфилова,16,Сходненская,
